dataset_id,file_code,NCBI_SRA_accession,NCBI_SRA_biosample,sample_code,DNA_RNA,fraction_name,sample_fixation,reads_total,reads_corrected_total,reads_corrected_photo,reads_final,project,cruise,station_id,date,depth_level,depth,elevation,substrate,latitude,longitude,site_name,country,oceanic_region,biome,vegetation,climate,bottom_depth,temperature,salinity,ice_coverage,Chla,NO3,NH4,PO4,Si,dataset_code,dataset_name,gene,gene_region,organelle,region,ecosystem,ecosystem_climate,substrate_type,label
9,ERR1079197,ERR1079197,,176_20_04,DNA,pico,,17912,14819,11428,,PS80 IceArc,Polarstern ARK-XXVII/3,176,2012-07-20,euphotic,20,,water,78.6102,5.068,,,Arctic Ocean,,,,,6.07,35.04,,,,,0.4,3.8,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-176-euphotic-water
9,ERR1079198,ERR1079198,,183_25_04,DNA,pico,,10449,9384,136,,PS80 IceArc,Polarstern ARK-XXVII/3,183,2012-07-22,euphotic,25,,water,79.0643,3.3328,,,Arctic Ocean,,,,,5,34.93,,,,,,,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-183-euphotic-water
9,ERR1079199,ERR1079199,,185_25_04,DNA,pico,,10772,9633,0,,PS80 IceArc,Polarstern ARK-XXVII/3,185,2012-07-23,euphotic,25,,water,79.7397,4.5053,,,Arctic Ocean,,,,,4.69,34.9,,,,,0.21,3.01,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-185-euphotic-water
9,ERR1079200,ERR1079200,,209_32_04,DNA,pico,,11435,9608,7043,,PS80 IceArc,Polarstern ARK-XXVII/3,209,2012-08-06,euphotic,32,,water,81.4935,30.1722,Nansen Basin,,Arctic Ocean,,,,,-0.04,34.27,,,,,0.49,2.41,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-209-euphotic-water
9,ERR1079201,ERR1079201,,218_50_04,DNA,pico,,17594,15057,8788,,PS80 IceArc,Polarstern ARK-XXVII/3,218,2012-08-07,euphotic,50,,water,82.99,30.0538,Nansen Basin,,Arctic Ocean,,,,,-1.74,34.25,,,,,0.45,1.9,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-218-euphotic-water
9,ERR1079202,ERR1079202,,235_26_04,DNA,pico,,27737,25237,17631,,PS80 IceArc,Polarstern ARK-XXVII/3,235,2012-08-13,euphotic,26,,water,83.9227,60.6552,Nansen Basin,,Arctic Ocean,,,,,-1.68,34.18,,,,,0.54,2.97,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-235-euphotic-water
9,ERR1079203,ERR1079203,,250_30_04,DNA,pico,,21551,19155,15032,,PS80 IceArc,Polarstern ARK-XXVII/3,250,2012-08-18,euphotic,30,,water,83.5882,87.4518,Nansen Basin,,Arctic Ocean,,,,,-1.68,34.13,,,,,0.41,1.69,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-250-euphotic-water
9,ERR1079205,ERR1079205,,287_20_04,DNA,pico,,10217,8441,2262,,Polarstern ARK-XXVII/PS80,Polarstern ARK-XXVII/3,287,2012-08-27,euphotic,20,,water,82.1657,126.97,Amundsen Basin,,Arctic Ocean,,,,,-1.37,31.38,,,,,0.3,4.44,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-287-euphotic-water
9,ERR1110291,ERR1110291,,311_20_04,DNA,pico,,28871,25015,12146,,Polarstern ARK-XXVII/PS80,Polarstern ARK-XXVII/3,311,2012-09-01,euphotic,20,,water,77.3968,118.196,Amundsen Basin,,Arctic Ocean,,,,,-0.27,32.1,,,,,0.19,1.28,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-311-euphotic-water
9,ERR1104687,ERR1104687,,329_20_04,DNA,pico,,8399,6434,2464,,Polarstern ARK-XXVII/PS80,Polarstern ARK-XXVII/3,329,2012-09-05,euphotic,20,,water,81.8758,130.878,Amundsen Basin,,Arctic Ocean,,,,,-1.48,31.04,,,,,0.28,3.42,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-329-euphotic-water
9,ERR1110292,ERR1110292,,341_19_04,DNA,pico,,17419,14378,8653,,Polarstern ARK-XXVII/PS80,Polarstern ARK-XXVII/3,341,2012-09-09,euphotic,19,,water,85.159,123.359,Amundsen Basin,,Arctic Ocean,,,,,-1.54,29.97,,,,,0.25,4.69,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-341-euphotic-water
9,ERR1110228,ERR1110228,,357_15_04,DNA,pico,,6628,5684,919,,Polarstern ARK-XXVII/PS80,Polarstern ARK-XXVII/3,357,2012-09-19,euphotic,15,,water,87.9245,61.125,Amundsen Basin,,Arctic Ocean,,,,,-1.8,33.11,,,,,0.23,1.52,Arctic_Nansen_Basin_2012,Arctic - Nansen Basin - 2012,18S rRNA,V4,nucleus,Arctic Ocean,oceanic,,water,9-Arctic_Nansen_Basin_2012-357-euphotic-water
1,ERR867955,ERR867955,,OSD1,DNA,total,,38854,38679,4886,,OSD,,1,2014-06-21,surface,0,,water,50.151,-4.13,L4,,English Channel,,,,,16.66,35.22,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-1-surface-water
1,ERR867952,ERR867952,,OSD10,DNA,total,,63065,61996,14280,,OSD,,10,2014-06-21,surface,0,,water,41.8398,-83.1899,Lake Erie W4,,,,,,,22.4,0.14,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-10-surface-water
1,ERR867950,ERR867950,,OSD100-1m-depth,DNA,total,,52294,51793,7790,,OSD,,100,2014-06-21,surface,1,,water,35.35,25.29,Crete - GOS,,Aegean Sea,,,,,24.21,39.05,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-100-surface-water
1,ERR867949,ERR867949,,OSD100-20m-depth,DNA,total,,5433,5304,639,,OSD,,100,2014-06-21,euphotic,20,,water,35.35,25.29,Crete - GOS,,Aegean Sea,,,,,23.13,39.11,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-100-euphotic-water
1,ERR867946,ERR867946,,OSD101,DNA,total,,19828,19476,10545,,OSD,,101,2014-06-21,surface,0,,water,32.7418,-16.7113,Quinta do Lorde,,North Atlantic Ocean,,,,,20.5,37,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-101-surface-water
1,ERR867945,ERR867945,,OSD102,DNA,total,,55323,54424,24645,,OSD,,102,2014-06-21,surface,0,,water,32.646,-16.9102,Marina do Funchal,,North Atlantic Ocean,,,,,20.8,36,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-102-surface-water
1,ERR867942,ERR867942,,OSD103,DNA,total,,30593,29946,13004,,OSD,,103,2014-06-21,surface,0,,water,32.7747,-16.8287,Porto da Cruz,,North Atlantic Ocean,,,,,20.2,37,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-103-surface-water
1,ERR867940,ERR867940,,OSD105,DNA,total,,16669,16185,1190,,OSD,,105,2014-06-21,surface,0,,water,69.0233,-105.343,"Cambridge Bay, Nunavut,",,Northwestern Passages,,,,,-0.72,26.91,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-105-surface-water
1,ERR867938,ERR867938,,OSD106-sea-water-bottom,DNA,total,,38560,38310,3889,,OSD,,106,2014-06-21,surface,0,,water,65.9449,-22.4192,REYKIS,,North Atlantic Ocean,,,,,7.5,29.2,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-106-surface-water
1,ERR867936,ERR867936,,OSD106-surface,DNA,total,,23021,22831,9351,,OSD,,106,2014-06-21,surface,0,,water,65.9449,-22.4192,REYKIS,,North Atlantic Ocean,,,,,7.6,19,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-106-surface-water
1,ERR867934,ERR867934,,OSD107,DNA,total,,20964,20238,3142,,OSD,,107,2014-06-21,surface,0,,water,39.1404,-9.38011,Lisboa,,North Atlantic Ocean,,,,,20.2,30,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-107-surface-water
1,ERR867932,ERR867932,,OSD108,DNA,total,,31859,30841,7279,,OSD,,108,2014-06-21,surface,0,,water,38.7573,-8.96633,Alcochete,,North Atlantic Ocean,,,,,20.1,30,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-108-surface-water
1,ERR867930,ERR867930,,OSD109,DNA,total,,26052,24083,5975,,OSD,,109,2014-06-21,surface,0,,water,38.6769,-9.01239,RosÃ¡rio,,North Atlantic Ocean,,,,,20.5,30,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-109-surface-water
1,ERR867928,ERR867928,,OSD110,DNA,total,,23409,22410,10551,,OSD,,110,2014-06-21,surface,0,,water,40.1451,-8.86933,Figueira da Foz,,North Atlantic Ocean,,,,,23,22.5,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-110-surface-water
1,ERR867926,ERR867926,,OSD111,DNA,total,,57370,56950,50308,,OSD,,111,2014-06-21,surface,0,,water,40.6599,-8.70376,Ria de Aveiro_1,,North Atlantic Ocean,,,,,25.2,30,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-111-surface-water
1,ERR867925,ERR867925,,OSD113,DNA,total,,22193,22010,1878,,OSD,,113,2014-06-21,surface,0,,water,38.6667,-9.4367,CascaisWatch,,North Atlantic Ocean,,,,,18,35.27,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-113-surface-water
1,ERR867923,ERR867923,,OSD114,DNA,total,,3152,3144,42,,OSD,,114,2014-06-21,surface,0,,water,34.41,-9.51,BerlengasWatch,,North Atlantic Ocean,,,,,18.5,33.57,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-114-surface-water
1,ERR867921,ERR867921,,OSD115,DNA,total,,12734,12234,4239,,OSD,,115,2014-06-21,surface,0,,water,39.1343,-9.38478,Santa Cruz,,North Atlantic Ocean,,,,,20.3,40,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-115-surface-water
1,ERR867918,ERR867918,,OSD116,DNA,total,,26702,25999,15232,,OSD,,116,2014-06-21,surface,0,,water,39.4151,-9.21883,Lagoa de Ã“bidos,,North Atlantic Ocean,,,,,24.7,22.5,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-116-surface-water
1,ERR867916,ERR867916,,OSD117,DNA,total,,38626,38240,9201,,OSD,,117,2014-06-21,surface,0,,water,37.167,-7.504,Tavira Beach,,North Atlantic Ocean,,,,,23.64,37.93,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-117-surface-water
1,ERR867914,ERR867914,,OSD118,DNA,total,,43230,42528,15601,,OSD,,118,2014-06-21,surface,0,,water,51.7423,-8.3112,Lough Hyne,,Celtic Sea,,,,,18,38,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-118-surface-water
1,ERR867913,ERR867913,,OSD122,DNA,total,,28145,27496,1829,,OSD,,122,2014-06-21,surface,0,,water,29.4667,34.9291,Station A Gulf Of Eilat,,Gulf of Aqaba,,,,,24,40.5,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-122-surface-water
1,ERR867910,ERR867910,,OSD123,DNA,total,,21362,21028,947,,OSD,,123,2014-06-21,surface,0,,water,32.822,32.954,Shikmona,,Mediterranean Sea - Eastern Basin,,,,,27,39.4,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-123-surface-water
1,ERR867909,ERR867909,,OSD124,DNA,total,,38538,38175,14574,,OSD,,124,2014-06-21,surface,0,,water,34.3244,135.121,Osaka Bay,,Japan Sea,,,,,21.15,33.19,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-124-surface-water
1,ERR867907,ERR867907,,OSD125,DNA,total,,29713,28921,12289,,OSD,,125,2014-06-21,surface,0,,water,55.0331,-1.43278,Cullercoats Beach,,North Sea,,,,,16.04,26.4,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-125-surface-water
1,ERR867905,ERR867905,,OSD126,DNA,total,,41941,41754,7950,,OSD,,126,2014-06-21,surface,0,,water,66.0069,-18.1965,Eyafjordur_1,,Greenland Sea,,,,,12.2,42.3,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-126-surface-water
1,ERR867902,ERR867902,,OSD127,DNA,total,,27312,27251,2753,,OSD,,127,2014-06-21,surface,0,,water,66.0078,-18.1953,Eyafjordur_2,,Greenland Sea,,,,,11.24,59.7,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-127-surface-water
1,ERR867901,ERR867901,,OSD128,DNA,total,,53492,53415,30018,,OSD,,128,2014-06-21,surface,0,,water,65.4886,-18.0608,Eyafjordur_3,,Greenland Sea,,,,,12,14,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-128-surface-water
1,ERR867899,ERR867899,,OSD129,DNA,total,,27221,27009,13997,,OSD,,129,2014-06-21,surface,0,,water,65.8172,-18.1018,Eyafjordur_4,,Greenland Sea,,,,,9.9,61.5,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-129-surface-water
1,ERR867896,ERR867896,,OSD13,DNA,total,,34171,33921,6877,,OSD,,13,2014-06-21,surface,0,,water,43.1758,27.9086,Varna Bay,,Black Sea,,,,,22.87,12.6,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-13-surface-water
1,ERR867895,ERR867895,,OSD130,DNA,total,,46265,45822,9893,,OSD,,130,2014-06-21,surface,0,,water,66.1316,-18.7902,Eyafjordur_5,,Greenland Sea,,,,,10.1,48,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-130-surface-water
1,ERR867892,ERR867892,,OSD131,DNA,total,,18200,18000,3856,,OSD,,131,2014-06-21,surface,0,,water,42.2449,27.4008,Zlatna ribka,,Black Sea,,,,,,,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-131-surface-water
1,ERR867890,ERR867890,,OSD132,DNA,total,,17496,16883,4297,,OSD,,132,2014-06-21,surface,0,,water,32.0694,34.843,Sdot YAM,,Mediterranean Sea - Eastern Basin,,,,,27.3,39.35,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-132-surface-water
1,ERR867888,ERR867888,,OSD133,DNA,total,,35352,34621,8924,,OSD,,133,2014-06-21,surface,0,,water,-33.8971,18.3868,Robben Island,,South Atlantic Ocean,,,,,15.06,35.16,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-133-surface-water
1,ERR867887,ERR867887,,OSD14,DNA,total,,33238,33022,11765,,OSD,,14,2014-06-21,surface,0,,water,42.49,3.15,Banyuls,,Mediterranean Sea - Western Basin,,,,,20.422,37.833,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-14-surface-water
1,ERR867884,ERR867884,,OSD141,DNA,total,,38029,37945,352,,OSD,,141,2014-06-21,surface,0,,water,60.1612,5.11504,Raunefjorden,,North Sea,,,,,10.13,30.67,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-141-surface-water
1,ERR867883,ERR867883,,OSD142,DNA,total,,8459,8237,872,,OSD,,142,2014-06-21,surface,0,,water,31.3836,-80.8667,Grayas Reef National Marine Sanctuary,,North Atlantic Ocean,,,,,27.43,35.85,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-142-surface-water
1,ERR867880,ERR867880,,OSD143,DNA,total,,44153,43962,34926,,OSD,,143,2014-06-21,surface,0,,water,31.9828,-81.0167,Skidaway Institute of Oceanography,,North Atlantic Ocean,,,,,30.79,26.58,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-143-surface-water
1,ERR867878,ERR867878,,OSD144,DNA,total,,19430,19050,1355,,OSD,,144,2014-06-21,surface,0,,water,21.2688,-157.722,Maunalua Bay O'ahu,,North Pacific Ocean,,,,,25.8,35,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-144-surface-water
1,ERR867876,ERR867876,,OSD145,DNA,total,,51964,51719,18611,,OSD,,145,2014-06-21,surface,0,,water,51.3614,3.11886,North Sea - Blankenberge,,North Sea,,,,,17,100,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-145-surface-water
1,ERR867874,ERR867874,,OSD146,DNA,total,,19482,19414,8792,,OSD,,146,2014-06-21,surface,0,,water,78.4533,-2.82967,Fram Strait,,Greenland Sea,,,,,-1.61,33.78,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-146-surface-water
1,ERR867873,ERR867873,,OSD147,DNA,total,,45281,41539,12801,,OSD,,147,2014-06-21,surface,0,,water,8.5216,81.0521,Rajarata,,Bay of Bengal,,,,,28.8,33,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-147-surface-water
1,ERR867871,ERR867871,,OSD148,DNA,total,,20568,19754,10039,,OSD,,148,2014-06-21,surface,0,,water,53.5809,8.14864,Wadden Sea,,North Sea,,,,,17.77,31.14,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-148-surface-water
1,ERR867868,ERR867868,,OSD149,DNA,total,,40015,39973,23358,,OSD,,149,2014-06-21,surface,0,,water,-34.37,-54.16,Laguna Rocha Norte,,South Atlantic Ocean,,,,,10.98,14.3,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-149-surface-water
1,ERR867862,ERR867862,,OSD150,DNA,total,,44589,44558,25586,,OSD,,150,2014-06-21,surface,0,,water,-34.6759,-54.2752,Laguna Rocha Sur,,South Atlantic Ocean,,,,,9.99,18,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-150-surface-water
1,ERR867861,ERR867861,,OSD151,DNA,total,,13126,13053,1335,,OSD,,151,2014-06-21,surface,0,,water,-34.42,-54.16,South Atlantic Microbial Observatory,,South Atlantic Ocean,,,,,11.67,32.86,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-151-surface-water
1,ERR867859,ERR867859,,OSD152-10m-depth,DNA,total,,27799,27775,47,,OSD,,152,2014-06-21,euphotic,10,,water,44.6936,-63.6403,Compass Buoy Station - Bedford Basin,,North Atlantic Ocean,,,,,8.5,30.1,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-152-euphotic-water
1,ERR867856,ERR867856,,OSD152-1m-depth,DNA,total,,33121,32922,2395,,OSD,,152,2014-06-21,surface,1,,water,44.6936,-63.6403,Compass Buoy Station - Bedford Basin,,North Atlantic Ocean,,,,,12.8,28.9,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-152-surface-water
1,ERR867854,ERR867854,,OSD152-5m-depth,DNA,total,,59326,59309,176,,OSD,,152,2014-06-21,surface,5,,water,44.6936,-63.6403,Compass Buoy Station - Bedford Basin,,North Atlantic Ocean,,,,,10.8,29.8,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-152-surface-water
1,ERR867853,ERR867853,,OSD153,DNA,total,,26044,25837,7554,,OSD,,153,2014-06-21,surface,0,,water,36.9977,-7.97312,Faro Island,,North Atlantic Ocean,,,,,21.1,34.4,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-153-surface-water
1,ERR867851,ERR867851,,OSD154,DNA,total,,35177,34981,13601,,OSD,,154,2014-06-21,surface,0,,water,44.6667,-1.16666,Arcachon-SOMLIT,,Bay of Biscay,,,,,20.7,32.4,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-154-surface-water
1,ERR867849,ERR867849,,OSD155-12-8m-depth,DNA,total,,1125,1007,411,,OSD,,155,2014-06-21,surface,8,,water,59.8162,10.5986,Steilene Oslofjord,,Skaggerak,,,,,18.7,30.054,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-155-surface-water
1,ERR867846,ERR867846,,OSD155-1m-depth,DNA,total,,11435,11329,7074,,OSD,,155,2014-06-21,surface,1,,water,59.8162,10.5986,Steilene Oslofjord,,Skaggerak,,,,,18.7,30.054,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-155-surface-water
1,ERR867845,ERR867845,,OSD156-11-8m-depth,DNA,total,,36475,36295,12504,,OSD,,156,2014-06-21,surface,8,,water,59.8996,10.72,Hvaler Tisler Site,,Skaggerak,,,,,17.8,30.054,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-156-surface-water
1,ERR867842,ERR867842,,OSD156-1m-depth,DNA,total,,5790,5714,3755,,OSD,,156,2014-06-21,surface,1,,water,59.8996,10.72,Hvaler Tisler Site,,Skaggerak,,,,,17.8,30.054,,,,,,,OSD_2014_V4_LGC,Ocean Sampling Day - 2014 - V4 LGC,18S rRNA,V4,nucleus,Ocean survey,coastal,,water,1-OSD_2014_V4_LGC-156-surface-water
